"","Date","CustomerSiteId","SequenceIndex","Cp1","Cp2","Cp3","Cp4","Cp5","Cp6","Runs","Positives","RhinoPositives","Negatives","SequencePositives"
"3628",2014-03-13,7,14,12.6,18,23.9,25.2,70,70,58,8,3,50,1
"3629",2014-03-13,7,19,18.9,19.5,20.9,21.4,70,70,58,8,3,50,1
"3630",2014-03-13,7,7,23.2,23.7,24.6,27.1,70,70,58,8,3,50,1
"3631",2014-03-13,10,17,19.7,20,20,20.6,70,70,41,9,4,32,1
"3632",2014-03-13,10,19,18.8,18.9,20.2,20.5,70,70,41,9,4,32,1
"3633",2014-03-13,10,30,18.7,19.4,20.2,21.9,70,70,41,9,4,32,1
"3634",2014-03-13,10,4,19.3,19.4,21,21.1,70,70,41,9,4,32,1
"3635",2014-03-13,13,1,17.9,18.2,19.9,20,70,70,18,5,2,13,1
"3636",2014-03-13,13,19,10.1,10.5,10.8,11.1,70,70,18,5,2,13,1
"3637",2014-03-13,26,16,20.7,21.1,27.1,70,70,70,37,10,4,27,1
"3638",2014-03-13,26,2,10.9,14,17,17.4,70,70,37,10,4,27,1
"3639",2014-03-13,26,30,18,18.1,19.7,20,70,70,37,10,4,27,1
"3640",2014-03-13,26,4,12.9,13.2,14.5,14.8,70,70,37,10,4,27,1
"3641",2014-03-13,31,1,21.7,21.8,23.2,23.4,70,70,42,8,3,34,1
"3642",2014-03-13,31,30,20.6,20.9,21.9,22,70,70,42,8,3,34,1
"3643",2014-03-13,31,4,20.9,21,22.1,22.2,70,70,42,8,3,34,1
"3644",2014-03-13,33,10,27.1,27.1,70,70,70,70,36,8,3,28,1
"3645",2014-03-13,33,14,16.4,18.7,25.2,27.1,70,70,36,8,3,28,1
"3646",2014-03-13,33,14,17.4,20.5,25.4,30,70,70,36,8,3,28,1
"3647",2014-03-13,41,16,20.6,24,27,70,70,70,37,8,2,29,1
"3648",2014-03-13,41,6,27.1,27.1,27.1,70,70,70,37,8,2,29,1
"3649",2014-03-14,7,14,5,7.1,30,30,70,70,46,11,5,35,1
"3650",2014-03-14,7,19,18.5,19.1,19.6,20.7,70,70,46,11,5,35,1
"3651",2014-03-14,7,19,15.1,15.6,16,17.9,70,70,46,11,5,35,1
"3652",2014-03-14,7,4,18.6,19.9,22.3,27.1,70,70,46,11,5,35,1
"3653",2014-03-14,7,55,22.3,22.7,27.1,70,70,70,46,11,5,35,1
"3654",2014-03-14,13,30,21.2,21.7,21.7,22.9,70,70,14,2,1,12,1
"3655",2014-03-14,26,1,14.2,14.2,14.8,16.1,70,70,35,9,2,26,1
"3656",2014-03-14,26,25,20.8,21.2,21.8,21.9,70,70,35,9,2,26,1
"3657",2014-03-14,29,25,7.5,8.2,8.6,8.8,70,70,15,3,1,12,1
"3658",2014-03-14,33,1,20.9,20.9,21.8,22.9,70,70,52,14,5,38,1
"3659",2014-03-14,33,14,16.9,18.8,23.6,27.1,70,70,52,14,5,38,1
"3660",2014-03-14,33,4,10.1,10.3,11.5,12.9,70,70,52,14,5,38,1
"3661",2014-03-14,33,48,27.1,30,70,70,70,70,52,14,5,38,1
"3662",2014-03-14,33,9,20.3,27.1,27.1,70,70,70,52,14,5,38,1
"3663",2014-03-14,41,12,13.2,13.7,18.3,18.6,70,70,32,8,3,24,1
"3664",2014-03-14,41,2,9.4,11.1,13.3,13.8,70,70,32,8,3,24,1
"3665",2014-03-14,41,25,23.7,27.1,27.1,27.2,70,70,32,8,3,24,1
"3666",2014-03-15,7,10,22.1,23.6,70,70,70,70,42,6,3,36,1
"3667",2014-03-15,7,134,23.5,24,24.1,30,70,70,42,6,3,36,1
"3668",2014-03-15,7,16,11.7,12.7,16.6,70,70,70,42,6,3,36,1
"3669",2014-03-15,13,19,10,10.2,11.6,11.6,70,70,8,1,1,7,1
"3670",2014-03-15,26,1,16.2,16.5,17.3,18.8,70,70,49,11,6,38,1
"3671",2014-03-15,26,19,14.1,14.2,14.5,15.3,70,70,49,11,6,38,1
"3672",2014-03-15,26,2,22.1,22.7,23.2,27.1,70,70,49,11,6,38,1
"3673",2014-03-15,26,30,11.2,11.2,12.8,12.9,70,70,49,11,6,38,1
"3674",2014-03-15,26,4,17.1,17.5,18.8,19.9,70,70,49,11,6,38,1
"3675",2014-03-15,26,43,11.9,13.1,13.5,17.1,70,70,49,11,6,38,1
"3676",2014-03-15,33,14,15.3,17.8,22.2,27.1,70,70,50,15,5,35,1
"3677",2014-03-15,33,16,21.5,23.2,27.1,70,70,70,50,15,5,35,1
"3678",2014-03-15,33,19,13.7,13.9,14.2,14.8,70,70,50,15,5,35,1
"3679",2014-03-15,33,2,9.4,9.7,10.6,14.6,70,70,50,15,5,35,1
"3680",2014-03-15,33,9,14.3,18,27,70,70,70,50,15,5,35,1
"3681",2014-03-15,41,1,10.5,10.5,11.3,12.2,70,70,15,3,1,12,1
"3682",2014-03-16,7,16,14.2,14.6,20.7,70,70,70,20,3,1,17,1
"3683",2014-03-16,10,9,22.1,27.1,27.1,70,70,70,22,5,1,17,1
"3684",2014-03-16,13,19,22,22.1,23.4,24.4,70,70,24,5,1,19,1
"3685",2014-03-16,26,14,9.8,16.6,17.9,27.1,70,70,26,8,3,18,1
"3686",2014-03-16,26,19,12,12.2,12.6,13.7,70,70,26,8,3,18,1
"3687",2014-03-16,26,25,11.9,12.7,13,14.2,70,70,26,8,3,18,1
"3688",2014-03-16,33,1,16.7,17,18,19.4,70,70,40,11,5,29,1
"3689",2014-03-16,33,18,27.1,70,70,70,70,70,40,11,5,29,1
"3690",2014-03-16,33,19,17.2,17.4,17.7,18.8,70,70,40,11,5,29,1
"3691",2014-03-16,33,4,16.1,16.8,19.8,20,70,70,40,11,5,29,1
"3692",2014-03-16,33,73,27,27.1,70,70,70,70,40,11,5,29,1
"3693",2014-03-16,41,1,8.6,9,9.9,11.1,70,70,25,5,4,20,1
"3694",2014-03-16,41,1,19.8,20,21,22.4,70,70,25,5,4,20,1
"3695",2014-03-16,41,9,21.8,27.1,27.1,70,70,70,25,5,4,20,1
"3696",2014-03-16,41,9,18.2,21.2,27.1,70,70,70,25,5,4,20,1
"3697",2014-03-17,7,1,19.9,20.6,20.7,21.8,70,70,46,9,7,37,1
"3698",2014-03-17,7,12,21.6,21.8,22.7,30,70,70,46,9,7,37,1
"3699",2014-03-17,7,13,15.3,15.3,20,22.4,70,70,46,9,7,37,1
"3700",2014-03-17,7,13,23.3,23.4,23.8,27.1,70,70,46,9,7,37,1
"3701",2014-03-17,7,14,13.8,21,27,30,70,70,46,9,7,37,1
"3702",2014-03-17,7,17,13.6,14.8,15.1,15.3,70,70,46,9,7,37,1
"3703",2014-03-17,7,25,20.8,20.9,21.5,23,70,70,46,9,7,37,1
"3704",2014-03-17,13,19,8.1,8.3,9.4,9.7,70,70,9,3,3,6,1
"3705",2014-03-17,13,19,21.8,22.1,23.1,23.4,70,70,9,3,3,6,1
"3706",2014-03-17,13,28,21.6,22.1,24.5,70,70,70,9,3,3,6,1
"3707",2014-03-17,26,1,22.7,24,24.2,24.4,70,70,32,6,5,26,1
"3708",2014-03-17,26,15,22.3,22.4,22.7,23.1,70,70,32,6,5,26,1
"3709",2014-03-17,26,19,23.4,23.6,24.6,25,70,70,32,6,5,26,1
"3710",2014-03-17,26,2,19.1,24.2,27,27.1,70,70,32,6,5,26,1
"3711",2014-03-17,26,25,17.6,17.8,18.6,20.7,70,70,32,6,5,26,1
"3712",2014-03-17,33,10,27.1,27.1,70,70,70,70,50,13,5,37,1
"3713",2014-03-17,33,16,21.1,22.8,27.1,70,70,70,50,13,5,37,1
"3714",2014-03-17,33,25,15.3,15.5,15.9,17.3,70,70,50,13,5,37,1
"3715",2014-03-17,33,42,21,21.9,22.1,22.9,27.1,27.1,50,13,5,37,1
"3716",2014-03-17,33,5,22.1,22.3,27.1,70,70,70,50,13,5,37,1
"3717",2014-03-17,41,1,10.9,11.1,12.1,12.9,70,70,42,9,3,33,1
"3718",2014-03-17,41,1,15.5,15.5,15.9,16.8,70,70,42,9,3,33,1
"3719",2014-03-17,41,88,21.8,22.1,22.9,27,27.1,27.1,42,9,3,33,1
"3720",2014-03-18,2,16,14.3,14.9,19.4,70,70,70,17,5,3,12,1
"3721",2014-03-18,2,33,14.3,18,24.2,27.1,70,70,17,5,3,12,1
"3722",2014-03-18,2,70,27.1,27.1,70,70,70,70,17,5,3,12,1
"3723",2014-03-18,7,25,11.1,13.6,15.9,17.4,70,70,46,4,1,42,1
"3724",2014-03-18,10,55,23.4,23.4,27.1,70,70,70,7,1,1,6,1
"3725",2014-03-18,26,25,22.7,27,27.1,27.1,70,70,27,6,3,21,1
"3726",2014-03-18,26,25,17.7,20.4,22.7,22.8,70,70,27,6,3,21,1
"3727",2014-03-18,26,53,22.9,23.9,24,24.2,70,70,27,6,3,21,1
"3728",2014-03-18,31,35,24.2,24.8,70,70,70,70,22,3,2,19,1
"3729",2014-03-18,31,43,15.3,16.1,16.8,19.6,70,70,22,3,2,19,1
"3730",2014-03-18,33,1,13.2,13.3,13.5,14.2,70,70,43,10,5,33,1
"3731",2014-03-18,33,1,13.1,14.9,15.7,17.2,70,70,43,10,5,33,1
"3732",2014-03-18,33,12,27,27,27.1,30,70,70,43,10,5,33,1
"3733",2014-03-18,33,18,23.2,70,70,70,70,70,43,10,5,33,1
"3734",2014-03-18,33,19,16.4,16.6,16.7,17.5,70,70,43,10,5,33,1
"3735",2014-03-18,41,19,15.2,18.6,27,27,70,70,50,10,2,40,1
"3736",2014-03-18,41,19,16.8,17,17.1,17.9,70,70,50,10,2,40,1
"3737",2014-03-19,7,25,21.7,25,27.1,27.1,70,70,54,6,2,48,1
"3738",2014-03-19,7,31,22.6,23.5,27.1,70,70,70,54,6,2,48,1
"3739",2014-03-19,13,1,17.5,17.6,18.9,18.9,70,70,7,1,1,6,1
"3740",2014-03-19,29,19,17.9,18.2,18.6,19.6,70,70,16,4,2,12,1
"3741",2014-03-19,29,25,14.4,17.5,20.1,21,70,70,16,4,2,12,1
"3742",2014-03-19,33,1,15.6,16.8,17.1,18.6,70,70,48,10,8,38,1
"3743",2014-03-19,33,14,12.6,17.7,18.6,27.1,70,70,48,10,8,38,1
"3744",2014-03-19,33,19,15.1,15.3,15.7,16.8,70,70,48,10,8,38,1
"3745",2014-03-19,33,19,16.6,16.7,17,18.1,70,70,48,10,8,38,1
"3746",2014-03-19,33,2,15.2,18.7,20.8,21.6,70,70,48,10,8,38,1
"3747",2014-03-19,33,2,15.1,19,21.5,21.9,70,70,48,10,8,38,1
"3748",2014-03-19,33,25,12.2,12.9,13,13.3,70,70,48,10,8,38,1
"3749",2014-03-19,33,35,25,27.1,70,70,70,70,48,10,8,38,1
"3750",2014-03-19,41,19,12.6,12.7,13,14.6,70,70,63,13,3,50,1
"3751",2014-03-19,41,4,21.1,21.5,22.3,23.2,70,70,63,13,3,50,1
"3752",2014-03-19,41,4,14.3,14.7,18.7,19.5,70,70,63,13,3,50,1
"3753",2014-03-20,2,17,11.5,12.1,12.5,13,70,70,8,2,1,6,1
"3754",2014-03-20,7,17,16,16.1,16.2,17.1,70,70,56,10,4,46,1
"3755",2014-03-20,7,19,10.5,10.7,11.1,12.6,70,70,56,10,4,46,1
"3756",2014-03-20,7,19,8.6,8.9,9.1,9.9,70,70,56,10,4,46,1
"3757",2014-03-20,7,25,20,20.3,21.8,24.2,70,70,56,10,4,46,1
"3758",2014-03-20,10,16,16.1,17,20.9,70,70,70,26,7,3,19,1
"3759",2014-03-20,10,25,14.7,15.7,15.7,16.7,70,70,26,7,3,19,1
"3760",2014-03-20,10,33,16.7,16.9,22.1,22.9,70,70,26,7,3,19,1
"3761",2014-03-20,13,19,17.6,18,19.3,19.6,70,70,9,3,2,6,1
"3762",2014-03-20,13,19,15.6,15.9,16.9,16.9,70,70,9,3,2,6,1
"3763",2014-03-20,26,14,22.3,22.6,27.1,27.1,70,70,32,9,3,23,1
"3764",2014-03-20,26,17,21,24.2,26.8,27,70,70,32,9,3,23,1
"3765",2014-03-20,26,19,19.5,19.6,20.1,21.2,70,70,32,9,3,23,1
"3766",2014-03-20,31,1,18.6,19,20,21.4,70,70,28,4,1,24,1
"3767",2014-03-20,33,1,19.7,19.9,20.8,22.1,70,70,53,10,4,43,1
"3768",2014-03-20,33,1,17.7,18.8,19.4,20.6,70,70,53,10,4,43,1
"3769",2014-03-20,33,30,15.7,16.8,19.4,20.6,70,70,53,10,4,43,1
"3770",2014-03-20,33,4,20.9,21.2,21.9,24.4,70,70,53,10,4,43,1
"3771",2014-03-20,41,19,23.8,23.9,27,27.1,70,70,30,6,3,24,1
"3772",2014-03-20,41,73,19.1,22.5,70,70,70,70,30,6,3,24,1
"3773",2014-03-20,41,83,19.1,19.7,20.8,21,70,70,30,6,3,24,1
"3774",2014-03-21,2,16,22.3,22.4,24,70,70,70,10,3,2,7,1
"3775",2014-03-21,2,4,13.9,14.1,16.6,17.7,70,70,10,3,2,7,1
"3776",2014-03-21,7,17,18.8,19.2,19.8,21.8,70,70,31,3,1,28,1
"3777",2014-03-21,10,16,20.6,21.5,24.5,70,70,70,23,5,1,18,1
"3778",2014-03-21,26,23,17.8,22.1,27.1,70,70,70,31,7,5,24,1
"3779",2014-03-21,26,25,20.9,23.2,27.1,27.1,70,70,31,7,5,24,1
"3780",2014-03-21,26,25,12.1,13.2,13.2,14.5,70,70,31,7,5,24,1
"3781",2014-03-21,26,25,21.9,24,27.1,27.1,70,70,31,7,5,24,1
"3782",2014-03-21,26,62,13,13.8,19.6,19.7,70,70,31,7,5,24,1
"3783",2014-03-21,31,1,17.8,17.9,18.6,19.9,70,70,16,4,1,12,1
"3784",2014-03-21,33,1,13.6,14.3,15.3,16.3,70,70,58,15,6,43,1
"3785",2014-03-21,33,14,19,20.7,23.9,24.2,70,70,58,15,6,43,1
"3786",2014-03-21,33,14,17,19.3,22.9,27.1,70,70,58,15,6,43,1
"3787",2014-03-21,33,16,18,22.8,23.3,70,70,70,58,15,6,43,1
"3788",2014-03-21,33,19,21,21.8,22.1,25.4,70,70,58,15,6,43,1
"3789",2014-03-21,33,83,9.3,10.3,10.7,15.3,70,70,58,15,6,43,1
"3790",2014-03-21,41,1,16.7,16.8,17.8,19.1,70,70,38,6,4,32,1
"3791",2014-03-21,41,14,16.7,18,22.8,27.1,70,70,38,6,4,32,1
"3792",2014-03-21,41,19,15.4,15.6,15.8,16.7,70,70,38,6,4,32,1
"3793",2014-03-21,41,2,13.5,14.1,15,21.8,70,70,38,6,4,32,1
"3794",2014-03-22,7,1,18.5,18.5,19,20.5,70,70,22,3,1,19,1
"3795",2014-03-22,10,35,23,27.1,70,70,70,70,8,2,1,6,1
"3796",2014-03-22,31,4,12.8,12.9,14.1,15,70,70,14,2,1,12,1
"3797",2014-03-22,33,1,21.5,21.6,21.8,22.6,70,70,19,6,4,13,1
"3798",2014-03-22,33,1,21,21.2,21.5,22.1,70,70,19,6,4,13,1
"3799",2014-03-22,33,14,18.4,20,22.2,27.2,70,70,19,6,4,13,1
"3800",2014-03-22,33,16,21,22.3,30,70,70,70,19,6,4,13,1
"3801",2014-03-22,41,14,16.4,21.1,22.1,27.1,70,70,26,4,3,22,1
"3802",2014-03-22,41,19,21,21.2,21.5,22.3,70,70,26,4,3,22,1
"3803",2014-03-22,41,25,21.1,23.4,27.1,27.1,70,70,26,4,3,22,1
"3804",2014-03-23,7,25,16.5,16.8,17.2,18.6,70,70,50,8,2,42,1
"3805",2014-03-23,7,4,14,14.4,16.9,19.9,70,70,50,8,2,42,1
"3806",2014-03-23,10,16,22,22.1,30,70,70,70,31,5,2,26,1
"3807",2014-03-23,10,19,12.7,13.1,13.2,15.7,70,70,31,5,2,26,1
"3808",2014-03-23,13,107,17.3,19.1,20,20.6,70,70,9,3,2,6,1
"3809",2014-03-23,13,4,17,17.5,17.9,19.7,70,70,9,3,2,6,1
"3810",2014-03-23,26,1,20.5,20.9,21.6,23.1,70,70,23,5,4,18,1
"3811",2014-03-23,26,1,19.2,19.5,20.7,21.9,70,70,23,5,4,18,1
"3812",2014-03-23,26,2,7.6,10.2,12.8,13.5,70,70,23,5,4,18,1
"3813",2014-03-23,26,9,20.8,27.1,27.1,70,70,70,23,5,4,18,1
"3814",2014-03-23,29,14,11.9,14.1,19.6,24.3,70,70,15,5,3,10,1
"3815",2014-03-23,29,17,11.5,11.6,11.6,13.5,70,70,15,5,3,10,1
"3816",2014-03-23,29,17,15.1,15.5,15.5,16.7,70,70,15,5,3,10,1
"3817",2014-03-23,33,12,12.5,13.1,17.8,18.2,70,70,42,12,7,30,1
"3818",2014-03-23,33,14,15.9,17.6,21.8,27.1,70,70,42,12,7,30,1
"3819",2014-03-23,33,18,27.1,70,70,70,70,70,42,12,7,30,1
"3820",2014-03-23,33,25,22.5,24.8,27.1,27.1,70,70,42,12,7,30,1
"3821",2014-03-23,33,25,16.2,16.7,17.1,17.7,70,70,42,12,7,30,1
"3822",2014-03-23,33,35,23.5,27.1,70,70,70,70,42,12,7,30,1
"3823",2014-03-23,33,4,14.4,17.3,22.3,27,70,70,42,12,7,30,1
"3824",2014-03-23,41,16,19.5,21.1,27.1,70,70,70,32,7,4,25,1
"3825",2014-03-23,41,17,22.2,24.8,26.8,27.1,70,70,32,7,4,25,1
"3826",2014-03-23,41,4,13.7,14,15,15.2,70,70,32,7,4,25,1
"3827",2014-03-23,41,58,15,15.1,15.5,15.7,70,70,32,7,4,25,1
"3828",2014-03-24,2,16,19.8,21.1,23.1,70,70,70,16,5,1,11,1
"3829",2014-03-24,7,1,19.9,21,21.4,22.2,70,70,43,7,4,36,1
"3830",2014-03-24,7,30,8.7,9.2,11.5,30,70,70,43,7,4,36,1
"3831",2014-03-24,7,8,22.3,24,27,70,70,70,43,7,4,36,1
"3832",2014-03-24,7,8,14.6,14.8,20.4,70,70,70,43,7,4,36,1
"3833",2014-03-24,10,12,19,19.5,24.6,27.1,70,70,18,5,1,13,1
"3834",2014-03-24,13,1,21.9,21.9,22.4,22.7,70,70,17,4,4,13,1
"3835",2014-03-24,13,4,18.9,19,19.8,21.2,70,70,17,4,4,13,1
"3836",2014-03-24,13,43,9.7,10.2,10.5,10.6,70,70,17,4,4,13,1
"3837",2014-03-24,13,43,16.5,17.8,17.9,27.1,70,70,17,4,4,13,1
"3838",2014-03-24,26,13,9.7,10.3,10.3,10.6,70,70,28,4,2,24,1
"3839",2014-03-24,26,19,18.5,19.4,22.1,22.2,70,70,28,4,2,24,1
"3840",2014-03-24,29,19,17.9,18,19.9,19.9,70,70,21,5,2,16,1
"3841",2014-03-24,29,4,17.2,17.5,19,19.1,70,70,21,5,2,16,1
"3842",2014-03-24,31,17,17.8,18.1,18.9,19.6,70,70,21,3,1,18,1
"3843",2014-03-24,33,1,12.2,12.5,13.3,14.5,70,70,56,15,9,41,1
"3844",2014-03-24,33,1,9.5,9.8,9.9,10.8,70,70,56,15,9,41,1
"3845",2014-03-24,33,1,22.7,22.9,24.2,25,70,70,56,15,9,41,1
"3846",2014-03-24,33,1,15.5,15.6,15.9,16.8,70,70,56,15,9,41,1
"3847",2014-03-24,33,16,22.6,23.4,27.1,70,70,70,56,15,9,41,1
"3848",2014-03-24,33,16,17.3,18.6,22.2,70,70,70,56,15,9,41,1
"3849",2014-03-24,33,179,17.7,18.2,18.6,27.1,27.1,27.1,56,15,9,41,1
"3850",2014-03-24,33,19,14,14.1,14.3,15.3,70,70,56,15,9,41,1
"3851",2014-03-24,33,55,23.8,24.4,27.1,70,70,70,56,15,9,41,1
"3852",2014-03-24,41,1,21.5,22.8,23.4,24.1,70,70,38,7,2,31,1
"3853",2014-03-24,41,35,24,27.1,70,70,70,70,38,7,2,31,1
"3854",2014-03-25,2,15,17.5,18.8,25,30,70,70,15,3,2,12,1
"3855",2014-03-25,2,16,19.7,27,27.1,70,70,70,15,3,2,12,1
"3856",2014-03-25,7,13,13.4,14.7,15.8,17.5,70,70,48,9,5,39,1
"3857",2014-03-25,7,19,19.6,19.7,20.1,20.2,70,70,48,9,5,39,1
"3858",2014-03-25,7,30,19.3,20.1,20.4,20.9,70,70,48,9,5,39,1
"3859",2014-03-25,7,30,19.7,20.6,20.7,20.9,70,70,48,9,5,39,1
"3860",2014-03-25,7,43,19.2,20,27.1,27.1,70,70,48,9,5,39,1
"3861",2014-03-25,10,2,20.2,20.4,21,27.1,70,70,15,3,2,12,1
"3862",2014-03-25,10,4,19.6,19.9,20.9,21.8,70,70,15,3,2,12,1
"3863",2014-03-25,26,2,19,21.2,22,23,70,70,24,6,3,18,1
"3864",2014-03-25,26,25,16.5,19.5,22,22.1,70,70,24,6,3,18,1
"3865",2014-03-25,26,48,23.2,27.1,70,70,70,70,24,6,3,18,1
"3866",2014-03-25,31,2,19.9,22.3,24.8,27,70,70,30,6,1,24,1
"3867",2014-03-25,33,1,21.6,22.1,22.7,23,70,70,48,10,5,38,1
"3868",2014-03-25,33,102,23.1,24.1,24.2,24.6,70,70,48,10,5,38,1
"3869",2014-03-25,33,35,20.6,27.1,70,70,70,70,48,10,5,38,1
"3870",2014-03-25,33,4,18,18.4,19.5,20.5,70,70,48,10,5,38,1
"3871",2014-03-25,33,9,19.9,23.1,23.8,70,70,70,48,10,5,38,1
"3872",2014-03-25,41,1,19.5,19.7,20.3,22.8,70,70,40,8,5,32,1
"3873",2014-03-25,41,1,15.7,15.7,16,17,70,70,40,8,5,32,1
"3874",2014-03-25,41,16,19.9,21.5,27.1,70,70,70,40,8,5,32,1
"3875",2014-03-25,41,16,21.7,23,27.1,70,70,70,40,8,5,32,1
"3876",2014-03-25,41,35,23.2,27,70,70,70,70,40,8,5,32,1
"3877",2014-03-26,2,33,18.8,19.7,23.2,24.1,70,70,10,3,1,7,1
"3878",2014-03-26,7,13,10.6,10.6,10.7,12.3,70,70,22,4,2,18,1
"3879",2014-03-26,7,16,17.5,19.1,24.7,70,70,70,22,4,2,18,1
"3880",2014-03-26,13,19,14.7,15.1,15.6,15.8,70,70,28,6,1,22,1
"3881",2014-03-26,26,1,17.1,18.1,18.4,20.4,70,70,27,6,4,21,1
"3882",2014-03-26,26,134,23.8,24.4,24.6,30,70,70,27,6,4,21,1
"3883",2014-03-26,26,25,11.8,12,12.4,13.8,70,70,27,6,4,21,1
"3884",2014-03-26,26,25,22.1,27,27.1,27.1,70,70,27,6,4,21,1
"3885",2014-03-26,29,33,22.7,22.8,27.1,30,70,70,8,2,1,6,1
"3886",2014-03-26,33,15,13.2,17.9,22.8,24.4,70,70,48,10,6,38,1
"3887",2014-03-26,33,16,21.7,23.9,27.2,70,70,70,48,10,6,38,1
"3888",2014-03-26,33,19,11.4,11.6,11.8,13,70,70,48,10,6,38,1
"3889",2014-03-26,33,33,8.8,9,15.4,16,70,70,48,10,6,38,1
"3890",2014-03-26,33,4,15.3,18,24.6,27.1,70,70,48,10,6,38,1
"3891",2014-03-26,33,4,17.5,17.7,20.3,21.6,70,70,48,10,6,38,1
"3892",2014-03-26,41,9,21.3,22.8,30,70,70,70,40,7,1,33,1
"3893",2014-03-27,2,16,19.1,19.9,23.3,70,70,70,14,2,2,12,1
"3894",2014-03-27,2,19,15.8,15.9,16.3,17.6,70,70,14,2,2,12,1
"3895",2014-03-27,10,25,16.3,16.9,17,17.9,70,70,23,4,2,19,1
"3896",2014-03-27,10,30,11.8,12.5,16.2,19.5,70,70,23,4,2,19,1
"3897",2014-03-27,13,4,15.4,16.5,17,17.1,70,70,8,2,1,6,1
"3898",2014-03-27,26,2,15.2,18.3,20.7,21,70,70,34,7,4,27,1
"3899",2014-03-27,26,25,13.6,17.2,19.2,20.1,70,70,34,7,4,27,1
"3900",2014-03-27,26,25,16.7,19.1,21.6,21.6,70,70,34,7,4,27,1
"3901",2014-03-27,26,25,22.3,27,27.1,27.1,70,70,34,7,4,27,1
"3902",2014-03-27,29,4,12.6,13.2,13.9,15.3,70,70,11,3,1,8,1
"3903",2014-03-27,31,19,12.4,12.6,12.7,14.3,70,70,30,6,1,24,1
"3904",2014-03-27,33,2,16.7,17,17.7,21.5,70,70,33,9,3,24,1
"3905",2014-03-27,33,25,19.1,19.3,20.4,22.3,70,70,33,9,3,24,1
"3906",2014-03-27,33,33,9.7,12,15,17.1,70,70,33,9,3,24,1
"3907",2014-03-27,41,15,16.8,21.2,22.1,22.3,70,70,42,9,3,33,1
"3908",2014-03-27,41,33,11.6,11.8,11.8,11.9,70,70,42,9,3,33,1
"3909",2014-03-27,41,35,23.9,27.1,70,70,70,70,42,9,3,33,1
"3910",2014-03-28,7,16,18.9,27,27.1,70,70,70,32,6,5,26,1
"3911",2014-03-28,7,25,26.8,27.1,27.1,27.1,70,70,32,6,5,26,1
"3912",2014-03-28,7,25,18.4,18.5,18.9,18.9,70,70,32,6,5,26,1
"3913",2014-03-28,7,61,23.1,24.1,27,70,70,70,32,6,5,26,1
"3914",2014-03-28,7,9,17,22.6,23.9,70,70,70,32,6,5,26,1
"3915",2014-03-28,13,14,13.5,20.6,21.6,27.1,70,70,9,3,3,6,1
"3916",2014-03-28,13,16,16,17.2,21,70,70,70,9,3,3,6,1
"3917",2014-03-28,13,19,11,11.1,12.6,13.7,70,70,9,3,3,6,1
"3918",2014-03-28,26,1,21.3,21.4,22.2,24.2,70,70,41,11,4,30,1
"3919",2014-03-28,26,1,21.6,21.9,23.3,23.3,70,70,41,11,4,30,1
"3920",2014-03-28,26,14,13.8,15.5,20.1,24.1,70,70,41,11,4,30,1
"3921",2014-03-28,26,25,18.8,21.3,23,24.4,70,70,41,11,4,30,1
"3922",2014-03-28,33,1,10.2,10.6,11.8,12.8,70,70,48,10,3,38,1
"3923",2014-03-28,33,4,12,12.4,13.9,15,70,70,48,10,3,38,1
"3924",2014-03-28,33,8,24.2,27.1,30,70,70,70,48,10,3,38,1
"3925",2014-03-28,41,166,9.9,10.3,10.5,10.6,70,70,45,8,4,37,1
"3926",2014-03-28,41,17,27,27.1,27.1,27.1,70,70,45,8,4,37,1
"3927",2014-03-28,41,25,24.2,27.1,27.1,27.1,70,70,45,8,4,37,1
"3928",2014-03-28,41,35,23,27,70,70,70,70,45,8,4,37,1
"3929",2014-03-29,2,15,10,12,17,22.2,70,70,9,2,2,7,1
"3930",2014-03-29,2,62,22.6,23.3,23.7,23.8,70,70,9,2,2,7,1
"3931",2014-03-29,7,134,16.7,17,17.9,21.6,70,70,18,2,1,16,1
"3932",2014-03-29,13,1,20,20,20.3,21.6,70,70,11,3,2,8,1
"3933",2014-03-29,13,19,16.8,16.9,17.5,18.3,70,70,11,3,2,8,1
"3934",2014-03-29,26,21,17.5,27.1,70,70,70,70,14,2,1,12,1
"3935",2014-03-29,33,19,11.1,11.5,11.8,12.8,70,70,42,10,3,32,1
"3936",2014-03-29,33,19,7.9,8.2,8.5,9.5,70,70,42,10,3,32,1
"3937",2014-03-29,33,7,13.6,13.6,14,14.5,70,70,42,10,3,32,1
"3938",2014-03-29,41,1,21.6,21.7,22.8,23,70,70,41,10,4,31,1
"3939",2014-03-29,41,14,8.8,11,15.1,20.2,70,70,41,10,4,31,1
"3940",2014-03-29,41,16,18.8,20.2,27.1,70,70,70,41,10,4,31,1
"3941",2014-03-29,41,56,27.1,27.1,70,70,70,70,41,10,4,31,1
"3942",2014-03-30,26,16,11.5,11.8,16.6,70,70,70,33,9,3,24,1
"3943",2014-03-30,26,19,16.9,17.1,17.2,18,70,70,33,9,3,24,1
"3944",2014-03-30,26,30,21.9,22.4,27,27.1,70,70,33,9,3,24,1
"3945",2014-03-30,33,1,21.2,21.6,22.4,23.6,70,70,57,14,6,43,1
"3946",2014-03-30,33,14,13.1,14.9,19.9,21.3,70,70,57,14,6,43,1
"3947",2014-03-30,33,19,17.3,17.6,17.8,18.7,70,70,57,14,6,43,1
