REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v
Census Regions,East North Central,2016,7,400,166,13,1,0,2,6,0
Census Regions,West North Central,2016,7,392,146,9,2,0,6,17,0
Census Regions,South Atlantic,2016,7,600,250,23,2,23,5,8,0
Census Regions,East South Central,2016,7,101,28,2,0,3,1,1,0
Census Regions,West South Central,2016,7,170,32,19,8,5,9,6,0
Census Regions,Mountain,2016,7,647,279,93,1,13,14,116,0
Census Regions,Pacific,2016,7,521,111,31,2,45,14,49,0
Census Regions,New England,2016,8,217,113,3,0,10,6,2,0
Census Regions,Mid-Atlantic,2016,8,387,183,9,2,5,24,18,0
Census Regions,East North Central,2016,8,484,214,15,9,0,11,13,0
Census Regions,West North Central,2016,8,452,183,6,3,3,7,32,0
Census Regions,South Atlantic,2016,8,741,365,26,6,33,18,18,0
Census Regions,East South Central,2016,8,120,31,2,0,8,4,1,0
Census Regions,West South Central,2016,8,202,47,13,0,16,6,8,0
Census Regions,Mountain,2016,8,670,256,83,3,20,19,136,0
Census Regions,Pacific,2016,8,605,159,26,4,37,25,58,0
Census Regions,New England,2016,9,257,135,4,0,20,9,6,0
Census Regions,Mid-Atlantic,2016,9,347,164,7,6,6,13,19,0
Census Regions,East North Central,2016,9,538,272,11,7,4,20,19,0
Census Regions,West North Central,2016,9,457,200,9,5,1,7,28,0
Census Regions,South Atlantic,2016,9,796,436,26,7,19,26,20,0
Census Regions,East South Central,2016,9,129,45,5,0,8,0,4,0
Census Regions,West South Central,2016,9,231,58,18,1,15,7,11,0
Census Regions,Mountain,2016,9,760,292,151,5,19,21,114,0
Census Regions,Pacific,2016,9,610,153,29,1,62,11,54,0
Census Regions,New England,2016,10,398,244,16,3,24,10,4,0
Census Regions,Mid-Atlantic,2016,10,389,219,17,4,8,14,23,0
Census Regions,East North Central,2016,10,611,301,20,4,8,27,22,0
Census Regions,West North Central,2016,10,534,227,14,15,3,12,27,0
Census Regions,South Atlantic,2016,10,971,537,37,12,31,44,43,0
Census Regions,East South Central,2016,10,158,58,7,0,19,1,1,0
Census Regions,West South Central,2016,10,206,45,23,2,13,8,7,0
Census Regions,Mountain,2016,10,727,243,134,0,43,17,128,0
Census Regions,Pacific,2016,10,667,226,19,5,58,12,44,0
Census Regions,New England,2016,11,306,198,10,1,10,8,3,0
Census Regions,Mid-Atlantic,2016,11,358,168,12,3,2,29,21,0
Census Regions,East North Central,2016,11,414,180,12,2,6,23,18,0
Census Regions,West North Central,2016,11,389,158,9,5,1,12,23,0
Census Regions,South Atlantic,2016,11,801,346,14,3,24,28,38,0
Census Regions,East South Central,2016,11,143,40,1,0,17,4,0,0
Census Regions,West South Central,2016,11,175,24,26,1,12,4,6,0
Census Regions,Mountain,2016,11,542,154,93,0,29,12,106,0
Census Regions,Pacific,2016,11,589,169,16,9,45,19,38,0
Census Regions,New England,2016,12,288,139,5,0,31,5,6,0
Census Regions,Mid-Atlantic,2016,12,313,138,8,4,12,19,20,0
Census Regions,East North Central,2016,12,271,83,8,0,0,8,16,0
Census Regions,West North Central,2016,12,351,121,16,5,1,8,16,0
Census Regions,South Atlantic,2016,12,623,232,16,4,21,30,34,0
Census Regions,East South Central,2016,12,113,22,3,0,4,0,0,0
Census Regions,West South Central,2016,12,124,20,12,1,10,7,7,0
Census Regions,Mountain,2016,12,403,103,85,1,16,14,67,0
Census Regions,Pacific,2016,12,516,141,22,2,59,15,21,0
Census Regions,New England,2016,13,269,102,5,1,54,10,8,0
Census Regions,Mid-Atlantic,2016,13,282,103,8,6,12,21,24,0
Census Regions,East North Central,2016,13,275,73,4,0,0,13,13,0
Census Regions,West North Central,2016,13,323,109,12,12,2,9,20,0
Census Regions,South Atlantic,2016,13,522,166,11,5,28,28,26,0
Census Regions,East South Central,2016,13,99,14,0,0,10,0,0,0
Census Regions,West South Central,2016,13,145,23,21,0,16,7,4,0
Census Regions,Mountain,2016,13,393,80,71,2,10,23,79,0
Census Regions,Pacific,2016,13,453,100,25,7,53,10,23,0
Census Regions,New England,2016,14,174,58,1,0,30,6,7,0
Census Regions,Mid-Atlantic,2016,14,212,57,9,4,17,18,11,0
Census Regions,East North Central,2016,14,259,71,6,0,2,13,11,0
Census Regions,West North Central,2016,14,261,66,17,4,3,10,19,0
Census Regions,South Atlantic,2016,14,380,93,14,20,25,16,17,0
Census Regions,East South Central,2016,14,66,5,1,1,5,0,0,0
Census Regions,West South Central,2016,14,88,10,4,1,9,2,5,0
Census Regions,Mountain,2016,14,307,52,47,0,9,29,67,0
Census Regions,Pacific,2016,14,397,82,23,3,46,6,18,0
Census Regions,New England,2016,15,146,38,7,1,32,7,3,0
Census Regions,Mid-Atlantic,2016,15,168,33,14,0,9,18,16,0
Census Regions,East North Central,2016,15,217,45,7,0,4,8,10,0
Census Regions,West North Central,2016,15,232,48,10,5,1,7,27,0
Census Regions,South Atlantic,2016,15,373,74,11,6,21,29,38,0
Census Regions,East South Central,2016,15,74,9,0,0,3,0,0,0
Census Regions,West South Central,2016,15,99,13,8,1,18,2,2,0
Census Regions,Mountain,2016,15,200,32,31,0,3,9,44,0
Census Regions,Pacific,2016,15,329,61,18,2,34,5,17,0
Census Regions,New England,2016,16,133,26,13,0,25,3,1,0
Census Regions,Mid-Atlantic,2016,16,168,27,9,5,27,14,11,0
Census Regions,East North Central,2016,16,168,33,6,0,2,12,11,0
Census Regions,West North Central,2016,16,174,23,2,4,1,6,28,0
Census Regions,South Atlantic,2016,16,365,62,14,5,41,27,44,0
Census Regions,East South Central,2016,16,57,7,0,0,9,3,1,0
Census Regions,West South Central,2016,16,97,11,10,0,14,2,5,0
Census Regions,Mountain,2016,16,177,25,30,0,3,11,37,0
Census Regions,Pacific,2016,16,301,49,31,2,23,6,22,0
Census Regions,New England,2016,17,93,20,13,0,11,3,3,0
Census Regions,Mid-Atlantic,2016,17,122,12,19,0,9,11,18,0
Census Regions,East North Central,2016,17,154,14,12,0,0,15,11,0
Census Regions,West North Central,2016,17,132,19,2,1,1,6,10,0
Census Regions,South Atlantic,2016,17,307,38,6,2,29,25,24,0
Census Regions,East South Central,2016,17,45,5,2,0,7,3,0,0
Census Regions,West South Central,2016,17,90,4,8,0,8,0,3,0
Census Regions,Mountain,2016,17,151,17,18,0,3,6,39,0
Census Regions,Pacific,2016,17,250,26,12,2,19,7,7,0
Census Regions,New England,2016,18,42,8,10,0,5,1,5,0
Census Regions,Mid-Atlantic,2016,18,107,3,10,1,20,17,8,0
Census Regions,East North Central,2016,18,115,4,6,0,1,5,4,0
Census Regions,West North Central,2016,18,131,9,1,1,1,4,12,0
Census Regions,South Atlantic,2016,18,237,18,10,0,15,13,19,0
Census Regions,East South Central,2016,18,42,1,0,0,6,0,3,0
Census Regions,West South Central,2016,18,72,0,3,0,2,0,4,0
Census Regions,Mountain,2016,18,88,11,10,0,2,7,18,0
Census Regions,Pacific,2016,18,176,16,5,0,18,5,9,0
Census Regions,New England,2016,19,17,2,3,0,2,0,1,0
Census Regions,Mid-Atlantic,2016,19,65,3,2,0,8,4,9,0
Census Regions,East North Central,2016,19,106,3,5,0,0,8,4,0
Census Regions,West North Central,2016,19,87,5,4,0,0,1,11,0
Census Regions,South Atlantic,2016,19,227,7,29,2,15,15,10,0
Census Regions,East South Central,2016,19,39,5,0,0,2,1,0,0
Census Regions,West South Central,2016,19,48,1,1,0,5,1,2,0
Census Regions,Mountain,2016,19,105,3,13,0,0,4,15,0
Census Regions,Pacific,2016,19,197,11,2,0,11,2,14,0
Census Regions,New England,2016,20,18,3,4,0,3,0,1,0
Census Regions,Mid-Atlantic,2016,20,57,3,4,0,4,2,14,0
Census Regions,East North Central,2016,20,78,6,1,0,1,1,6,0
Census Regions,West North Central,2016,20,83,2,0,1,0,1,3,0
Census Regions,South Atlantic,2016,20,187,4,29,2,9,6,7,0
Census Regions,East South Central,2016,20,24,2,3,0,3,0,0,0
Census Regions,West South Central,2016,20,47,1,9,0,5,1,2,0
Census Regions,Mountain,2016,20,49,2,3,0,1,2,7,0
Census Regions,Pacific,2016,20,187,6,17,1,10,1,9,0
Census Regions,New England,2016,21,15,2,1,0,1,0,0,0
Census Regions,Mid-Atlantic,2016,21,46,0,6,0,4,6,9,0
Census Regions,East North Central,2016,21,61,1,1,0,2,2,0,0
Census Regions,West North Central,2016,21,64,2,1,1,0,4,1,0
Census Regions,South Atlantic,2016,21,112,0,17,1,12,5,3,0
Census Regions,East South Central,2016,21,16,0,0,0,3,0,0,0
Census Regions,West South Central,2016,21,39,0,4,0,3,1,1,0
Census Regions,Mountain,2016,21,51,1,4,0,0,1,9,0
Census Regions,Pacific,2016,21,164,8,3,0,3,3,6,0
Census Regions,New England,2016,22,4,1,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,22,41,1,3,0,4,5,11,0
Census Regions,East North Central,2016,22,38,0,0,0,0,2,0,0
Census Regions,West North Central,2016,22,35,0,2,0,1,0,0,0
Census Regions,South Atlantic,2016,22,112,0,3,1,13,3,8,0
Census Regions,East South Central,2016,22,11,1,0,0,1,0,0,0
Census Regions,West South Central,2016,22,18,1,0,0,1,0,2,0
Census Regions,Mountain,2016,22,32,0,0,0,0,1,4,0
Census Regions,Pacific,2016,22,136,0,1,0,4,3,9,0
Census Regions,New England,2016,23,2,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,23,35,0,3,0,0,1,11,0
Census Regions,East North Central,2016,23,38,0,0,1,0,2,0,0
Census Regions,West North Central,2016,23,49,0,0,0,0,1,0,0
Census Regions,South Atlantic,2016,23,81,0,1,0,8,1,1,0
Census Regions,East South Central,2016,23,5,0,0,0,0,0,0,0
Census Regions,West South Central,2016,23,15,0,0,0,4,0,0,0
Census Regions,Mountain,2016,23,38,0,2,0,0,0,2,0
Census Regions,Pacific,2016,23,136,2,6,0,1,1,3,0
Census Regions,New England,2016,24,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,24,37,1,5,0,1,4,5,0
Census Regions,East North Central,2016,24,29,0,0,0,0,0,1,0
Census Regions,West North Central,2016,24,40,0,0,0,0,1,1,0
Census Regions,South Atlantic,2016,24,84,0,4,0,3,0,0,0
Census Regions,East South Central,2016,24,3,0,0,0,0,0,0,0
Census Regions,West South Central,2016,24,22,0,1,0,1,0,0,0
Census Regions,Mountain,2016,24,24,0,1,0,0,0,0,0
Census Regions,Pacific,2016,24,125,3,6,0,0,0,3,0
Census Regions,New England,2016,25,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,25,40,0,10,0,0,4,5,0
Census Regions,East North Central,2016,25,31,2,0,0,0,1,1,0
Census Regions,West North Central,2016,25,30,1,1,0,0,0,0,0
Census Regions,South Atlantic,2016,25,61,1,0,0,8,2,0,0
Census Regions,East South Central,2016,25,4,0,0,0,0,0,0,0
Census Regions,West South Central,2016,25,14,0,2,0,0,0,1,0
Census Regions,Mountain,2016,25,16,0,1,0,0,1,2,0
Census Regions,Pacific,2016,25,80,0,6,0,0,1,2,0
Census Regions,New England,2016,26,10,1,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,26,30,0,4,0,0,5,8,0
Census Regions,East North Central,2016,26,23,0,0,1,0,1,0,0
Census Regions,West North Central,2016,26,29,0,1,0,0,0,0,0
Census Regions,South Atlantic,2016,26,64,1,0,1,4,0,0,0
Census Regions,East South Central,2016,26,6,0,0,0,0,0,0,0
Census Regions,West South Central,2016,26,19,0,1,0,0,0,0,0
Census Regions,Mountain,2016,26,14,0,2,1,0,0,0,0
Census Regions,Pacific,2016,26,79,0,7,0,0,0,1,0
Census Regions,New England,2016,27,3,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,27,24,2,3,0,0,4,7,0
Census Regions,East North Central,2016,27,17,0,1,0,0,0,0,0
Census Regions,West North Central,2016,27,30,0,1,0,0,0,0,0
Census Regions,South Atlantic,2016,27,29,0,3,0,4,0,0,0
Census Regions,East South Central,2016,27,2,0,0,0,0,0,0,0
Census Regions,West South Central,2016,27,20,0,0,0,0,0,0,0
Census Regions,Mountain,2016,27,18,0,1,0,0,0,0,0
Census Regions,Pacific,2016,27,99,0,8,0,0,1,2,0
Census Regions,New England,2016,28,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,28,27,0,5,0,0,0,6,0
Census Regions,East North Central,2016,28,27,0,2,0,0,0,1,0
Census Regions,West North Central,2016,28,36,0,3,0,0,0,0,0
Census Regions,South Atlantic,2016,28,42,1,3,0,2,2,0,0
Census Regions,East South Central,2016,28,4,0,0,0,0,0,0,0
Census Regions,West South Central,2016,28,15,0,0,0,0,0,0,0
Census Regions,Mountain,2016,28,36,0,2,0,1,0,0,0
Census Regions,Pacific,2016,28,69,0,4,1,0,0,4,0
Census Regions,New England,2016,29,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,29,35,0,10,0,1,0,6,0
Census Regions,East North Central,2016,29,31,1,0,0,0,0,0,0
Census Regions,West North Central,2016,29,33,0,1,0,0,0,0,0
Census Regions,South Atlantic,2016,29,38,1,0,0,2,0,0,0
Census Regions,East South Central,2016,29,9,0,0,0,0,0,0,0
Census Regions,West South Central,2016,29,21,0,1,0,0,0,0,0
Census Regions,Mountain,2016,29,22,0,0,0,0,0,0,0
Census Regions,Pacific,2016,29,91,0,6,0,1,0,4,0
Census Regions,New England,2016,30,2,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,30,29,0,8,0,0,1,8,0
Census Regions,East North Central,2016,30,30,1,2,0,0,1,1,1
Census Regions,West North Central,2016,30,33,0,0,0,0,0,0,0
Census Regions,South Atlantic,2016,30,46,1,0,0,1,0,0,0
Census Regions,East South Central,2016,30,8,0,0,0,0,0,0,0
Census Regions,West South Central,2016,30,9,0,0,0,0,0,0,0
Census Regions,Mountain,2016,30,20,0,3,0,0,0,0,0
Census Regions,Pacific,2016,30,84,0,21,0,1,0,1,0
Census Regions,New England,2016,31,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,31,26,0,9,0,0,1,3,0
Census Regions,East North Central,2016,31,47,0,2,0,0,0,0,3
Census Regions,West North Central,2016,31,31,0,1,0,0,0,0,0
Census Regions,South Atlantic,2016,31,54,0,0,0,0,0,0,0
Census Regions,East South Central,2016,31,5,0,0,0,0,0,0,0
Census Regions,West South Central,2016,31,11,0,0,0,0,0,0,0
Census Regions,Mountain,2016,31,17,0,1,0,0,0,0,0
Census Regions,Pacific,2016,31,108,0,28,2,0,0,1,0
Census Regions,New England,2016,32,2,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,32,30,0,5,0,0,0,7,0
Census Regions,East North Central,2016,32,63,0,4,0,0,0,0,10
Census Regions,West North Central,2016,32,27,0,2,0,0,0,0,0
Census Regions,South Atlantic,2016,32,37,2,1,0,0,0,0,0
Census Regions,East South Central,2016,32,11,0,1,0,0,0,0,0
Census Regions,West South Central,2016,32,14,0,1,0,0,0,0,0
Census Regions,Mountain,2016,32,19,2,1,0,1,0,0,0
Census Regions,Pacific,2016,32,87,2,6,0,0,0,3,0
Census Regions,New England,2016,33,3,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,33,20,0,4,0,0,0,3,0
Census Regions,East North Central,2016,33,70,0,12,0,0,0,0,4
Census Regions,West North Central,2016,33,25,0,1,0,0,0,0,0
Census Regions,South Atlantic,2016,33,49,1,2,0,1,0,0,0
Census Regions,East South Central,2016,33,3,0,0,0,0,0,0,0
Census Regions,West South Central,2016,33,17,0,0,0,0,0,0,0
Census Regions,Mountain,2016,33,16,0,2,0,0,1,0,0
Census Regions,Pacific,2016,33,123,0,4,0,0,0,4,0
Census Regions,New England,2016,34,1,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,34,28,0,6,0,0,1,6,0
Census Regions,East North Central,2016,34,39,0,4,0,0,1,0,0
Census Regions,West North Central,2016,34,29,0,0,0,0,0,0,0
Census Regions,South Atlantic,2016,34,56,2,3,0,2,0,0,0
Census Regions,East South Central,2016,34,13,0,5,0,0,0,0,0
Census Regions,West South Central,2016,34,23,0,2,0,0,0,0,0
Census Regions,Mountain,2016,34,9,1,1,0,0,0,0,0
Census Regions,Pacific,2016,34,88,1,1,0,0,0,0,0
Census Regions,New England,2016,35,12,1,2,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,35,21,0,2,0,0,2,1,0
