REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
Census Regions,West South Central,2016,30,666,2,5,1.05105,0.3,0.75
Census Regions,Mountain,2016,30,539,0,0,0,0,0
Census Regions,Pacific,2016,30,944,5,4,0.95339,0.53,0.42
Census Regions,New England,2016,31,99,0,1,1.0101,0,1.01
Census Regions,Mid-Atlantic,2016,31,793,1,0,0.126103,0.13,0
Census Regions,East North Central,2016,31,729,4,1,0.685871,0.55,0.14
Census Regions,West North Central,2016,31,418,3,0,0.717703,0.72,0
Census Regions,South Atlantic,2016,31,1131,11,11,1.94518,0.97,0.97
Census Regions,East South Central,2016,31,239,1,0,0.41841,0.42,0
Census Regions,West South Central,2016,31,577,5,5,1.7331,0.87,0.87
Census Regions,Mountain,2016,31,553,5,0,0.904159,0.9,0
Census Regions,Pacific,2016,31,915,3,2,0.546448,0.33,0.22
Census Regions,New England,2016,32,89,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,32,837,0,0,0,0,0
Census Regions,East North Central,2016,32,760,3,0,0.394737,0.39,0
Census Regions,West North Central,2016,32,445,0,0,0,0,0
Census Regions,South Atlantic,2016,32,1194,7,20,2.26131,0.59,1.68
Census Regions,East South Central,2016,32,271,3,1,1.47601,1.11,0.37
Census Regions,West South Central,2016,32,582,3,3,1.03093,0.52,0.52
Census Regions,Mountain,2016,32,525,1,0,0.190476,0.19,0
Census Regions,Pacific,2016,32,843,4,6,1.18624,0.47,0.71
Census Regions,New England,2016,33,86,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,33,793,5,1,0.75662,0.63,0.13
Census Regions,East North Central,2016,33,689,6,0,0.870827,0.87,0
Census Regions,West North Central,2016,33,465,0,0,0,0,0
Census Regions,South Atlantic,2016,33,1248,12,13,2.00321,0.96,1.04
Census Regions,East South Central,2016,33,284,1,0,0.352113,0.35,0
Census Regions,West South Central,2016,33,585,2,4,1.02564,0.34,0.68
Census Regions,Mountain,2016,33,574,0,0,0,0,0
Census Regions,Pacific,2016,33,864,0,3,0.347222,0,0.35
Census Regions,New England,2016,34,63,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,34,732,0,1,0.136612,0,0.14
Census Regions,East North Central,2016,34,832,2,1,0.360577,0.24,0.12
Census Regions,West North Central,2016,34,470,0,0,0,0,0
Census Regions,South Atlantic,2016,34,1355,19,17,2.65683,1.4,1.25
Census Regions,East South Central,2016,34,324,1,1,0.617284,0.31,0.31
Census Regions,West South Central,2016,34,704,30,4,4.82955,4.26,0.57
Census Regions,Mountain,2016,34,621,1,0,0.161031,0.16,0
Census Regions,Pacific,2016,34,813,7,1,0.98401,0.86,0.12
Census Regions,New England,2016,35,90,1,0,1.11111,1.11,0
Census Regions,Mid-Atlantic,2016,35,731,3,0,0.410397,0.41,0
Census Regions,East North Central,2016,35,794,5,2,0.881612,0.63,0.25
Census Regions,West North Central,2016,35,508,0,0,0,0,0
Census Regions,South Atlantic,2016,35,1244,8,23,2.49196,0.64,1.85
Census Regions,East South Central,2016,35,397,1,2,0.755668,0.25,0.5
Census Regions,West South Central,2016,35,1014,45,12,5.6213,4.44,1.18
Census Regions,Mountain,2016,35,779,3,0,0.385109,0.39,0
Census Regions,Pacific,2016,35,935,11,0,1.17647,1.18,0
Census Regions,New England,2016,36,141,1,0,0.70922,0.71,0
Census Regions,Mid-Atlantic,2016,36,752,0,1,0.132979,0,0.13
Census Regions,East North Central,2016,36,717,1,1,0.27894,0.14,0.14
Census Regions,West North Central,2016,36,586,3,0,0.511945,0.51,0
Census Regions,South Atlantic,2016,36,1437,20,35,3.82742,1.39,2.44
Census Regions,East South Central,2016,36,404,0,0,0,0,0
Census Regions,West South Central,2016,36,1035,16,15,2.99517,1.55,1.45
Census Regions,Mountain,2016,36,786,3,0,0.381679,0.38,0
Census Regions,Pacific,2016,36,865,10,2,1.38728,1.16,0.23
Census Regions,New England,2016,37,181,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,37,915,6,2,0.874317,0.66,0.22
Census Regions,East North Central,2016,37,862,5,4,1.04408,0.58,0.46
Census Regions,West North Central,2016,37,594,0,0,0,0,0
Census Regions,South Atlantic,2016,37,1598,27,34,3.81727,1.69,2.13
Census Regions,East South Central,2016,37,450,6,2,1.77778,1.33,0.44
Census Regions,West South Central,2016,37,1108,10,14,2.16606,0.9,1.26
Census Regions,Mountain,2016,37,876,3,0,0.342466,0.34,0
Census Regions,Pacific,2016,37,908,12,2,1.54185,1.32,0.22
Census Regions,New England,2016,38,235,1,0,0.425532,0.43,0
Census Regions,Mid-Atlantic,2016,38,972,1,1,0.205761,0.1,0.1
Census Regions,East North Central,2016,38,636,4,3,1.10063,0.63,0.47
Census Regions,West North Central,2016,38,568,3,1,0.704225,0.53,0.18
Census Regions,South Atlantic,2016,38,1451,37,35,4.9621,2.55,2.41
Census Regions,East South Central,2016,38,325,2,2,1.23077,0.62,0.62
Census Regions,West South Central,2016,38,918,2,18,2.17865,0.22,1.96
Census Regions,Mountain,2016,38,785,4,0,0.509554,0.51,0
Census Regions,Pacific,2016,38,883,21,0,2.37826,2.38,0
